mean EN difference,geom-mean_eta_both,MagpieData mean Electronegativity,max ionic char,MagpieData avg_dev MendeleevNumber,MagpieData minimum Electronegativity,MagpieData range MeltingT,MagpieData mean Row,MagpieData avg_dev NpValence,MagpieData mean GSbandgap,std_dev EN difference,Formation_energy
0.713565,0.25212717,0.97516066,0.97788066,0.90213794,0.43097478,0.5083915,0.57571846,0.8630277,0.2785117,0.8115543,-0.52274615
0.193795,0.29887486,0.7751158,0.30309585,0.13823481,0.83291,0.99478966,0.5738313,0.44216225,0.6285747,0.06281609,0.06550722
0.58163995,0.18200989,0.9882562,0.98273903,0.63743305,0.524241,0.8713571,0.4647324,0.74818134,0.51405406,0.88260436,-0.40083227
0.17699093,0.45260295,0.5527979,0.38205314,0.67376876,0.57811344,0.16039103,0.69911397,0.8646692,0.4380445,0.27927285,-0.47871834
0.5800897,0.48292354,0.6849339,0.7355824,0.7867112,0.4869156,0.28530267,0.7243001,0.9964124,0.23571423,0.27142426,-0.46364886
0.35230827,0.19063872,0.8455636,0.5411991,0.08601739,0.90417755,0.9421419,0.38587895,0.65805256,0.62760425,0.14115651,0.045895226
0.32963854,0.4627037,0.65963805,0.55018884,0.26987392,0.5855559,0.22936781,0.47438753,0.7827839,0.42135698,0.13737412,-0.12584117
0.31027943,0.5089587,0.6224808,0.6981847,0.43934557,0.46576303,0.98971325,0.5149343,0.5831068,0.6859586,0.6015029,-0.17800951
0.27994263,0.39873675,0.81774867,0.4587556,0.05855557,0.8430759,0.9796464,0.48231795,0.46694866,0.5239396,0.18098038,0.025417093
0.1520478,0.38220444,0.66382265,0.18137656,0.14682287,0.84540516,0.9642133,0.49560863,0.4752292,0.5798069,0.08926402,0.05555842
0.5178634,0.46971983,0.7236228,0.9029201,0.7314653,0.27097338,0.9362414,0.551251,0.6827916,0.39706624,0.7615277,-0.45502096
0.1590719,0.35414362,0.8397995,0.4088777,0.10026463,0.96950054,0.4703973,0.57948124,0.6006795,0.075959995,0.2287537,-0.17968017
0.14864512,0.34487027,0.6670147,0.3168351,0.27035308,0.78652114,0.41209903,0.4769044,0.790702,0.5444836,0.06654156,-0.02774213
0.16944939,0.36854324,0.7045407,0.368036,0.2152386,0.7817359,0.9566017,0.50329065,0.567369,0.46653444,0.1794188,0.021049902
0.28358,0.3858518,0.7494263,0.5973339,0.21259537,0.6698356,0.98970586,0.5056566,0.4371345,0.48989826,0.40442786,-0.07048461
0.16354558,0.3404831,0.6646878,0.35575894,0.28069183,0.7874717,0.40603048,0.4760928,0.834445,0.62009275,0.16970089,-0.026994616
0.3234508,0.2785631,0.8267037,0.5652293,0.068502024,0.89726174,0.4858456,0.28485727,0.71054876,0.5756842,0.16823049,-0.06200702
0.21462925,0.45134217,0.64557004,0.38037688,0.26705873,0.7279846,0.9936504,0.5381963,0.5064698,0.6580477,0.29045,0.000889028
0.36301354,0.47821766,0.80994636,0.6890601,0.05774611,0.71616113,0.52836823,0.3373475,0.66232187,0.17738977,0.20480101,-0.102983505
0.6220764,0.33920476,0.7655462,0.8627966,0.7120992,0.70731515,0.58099824,0.8185373,0.9961678,0.28684035,-0.1627801,-0.39088643
0.16637626,0.38672432,0.6000222,0.30981347,0.6467907,0.639248,0.28647637,0.81599313,0.94051087,0.37395012,0.08541459,-0.3617602
0.21043989,0.27923632,0.82634676,0.36373603,0.13738048,0.8399976,0.9965997,0.5887635,0.4721128,0.63406587,0.12553461,0.06265176
0.24382639,0.38561264,0.7766938,0.41579553,0.105039276,0.7934662,0.97843957,0.48899585,0.47327015,0.50294924,0.18905327,0.013121771
0.42146456,0.44306406,0.70390254,0.8212775,0.4087914,0.5558169,0.92707735,0.5272832,0.64503074,0.3150817,0.65527844,-0.23456839
0.13139203,0.46232563,0.9138411,0.57754576,0.13206536,0.99964005,-0.17542124,0.8404883,0.4480132,0.13849506,0.6055374,-0.5028444
0.2389853,0.34688416,0.5846759,0.4635175,0.6416385,0.67637587,0.39624128,0.7559932,0.9238415,0.48421055,0.2701975,-0.3718232
0.14704421,0.32888958,0.7138897,0.21634689,0.21511588,0.78673095,0.99482155,0.552462,0.48047855,0.68246293,0.1849901,0.08791142
0.6147028,0.49889824,0.68496203,0.7070397,0.5822036,0.77070606,0.5435014,0.79438615,0.9931313,0.16187963,-0.17359582,-0.5254936
0.25694308,0.37616944,0.71697843,0.52089274,0.26367298,0.7320812,0.9900939,0.539657,0.456141,0.54356563,0.37163746,0.007835901
0.25940132,0.5290401,0.67532134,0.47233132,0.36769083,0.6154518,0.9891519,0.5153392,0.5225775,0.5851958,0.37426057,-0.038697135
0.12793924,0.38936397,0.6197208,0.2587174,0.31888533,0.75407195,0.33437833,0.55210483,0.8164624,0.4857846,0.09027429,-0.106158294
0.15979373,0.38711187,0.7574618,0.24113454,0.066995874,0.9197,0.726516,0.43924895,0.6492729,0.29761994,0.17583847,0.01953612
0.15296161,0.37063897,0.7470144,0.27348876,0.09886934,0.81975543,0.9829608,0.52560925,0.48655728,0.54150784,0.073625386,0.059765507
0.16155593,0.617617,0.70107067,0.09181695,0.27187166,0.63157034,0.9967134,0.4621861,0.3944392,0.7318407,0.21440826,0.014633172
0.28615114,0.46802494,0.6587448,0.5287121,0.3085682,0.5492581,0.21242884,0.5571048,0.7978015,0.36125007,0.110889584,-0.18725517
0.18677197,0.4603558,0.65143394,0.27117687,0.5064569,0.62399113,0.44969308,0.85057503,0.94983464,0.38152844,-0.07002962,-0.29619092
0.33391753,0.4482379,0.7046617,0.8689364,0.5856683,0.32889014,0.9866993,0.51573503,0.5711447,0.59736556,0.7466618,-0.2761392
0.54887646,0.44626495,0.69760555,0.598794,0.5801865,0.6344068,0.33528003,0.8617544,0.99073553,0.274536,0.15256165,-0.40176073
0.24149054,0.40768546,0.65445626,0.4570277,0.29315132,0.7195738,0.9869655,0.5556166,0.496963,0.5648197,0.35862637,-0.011923615
0.35474607,0.54831904,0.7130172,0.5141221,0.34092155,0.46030825,0.24720314,0.6734029,0.93307453,0.5643772,0.30604488,-0.2477129
0.23356482,0.3513452,0.8038423,0.32182607,0.08373626,0.8527341,0.9916968,0.5225049,0.42027518,0.58387375,0.032126423,0.08754353
0.16755868,0.42818096,0.82818615,0.37273595,0.06934197,0.9128018,0.4821536,0.5159636,0.660326,0.14893658,0.091023386,-0.06617153
0.3213822,0.4121096,0.7367251,0.69961256,0.33278924,0.5897746,0.9893888,0.5268607,0.51592493,0.46338597,0.62348855,-0.1334604
0.19319843,0.34022042,0.798808,0.24057451,0.065868,0.8111471,0.99730027,0.57949513,0.403817,0.63173735,0.16202953,-0.000615497
0.25548333,0.4089443,0.78907555,0.46706307,0.05303043,0.8975893,0.6049402,0.33615175,0.55669963,0.33986568,0.2919203,0.026219105
0.6469147,0.33458212,0.94929,0.95472354,0.78340536,0.53510743,0.74670863,0.54439366,0.74455374,0.26680562,0.7955851,-0.45927083
0.05024118,0.43178976,0.6002047,0.2142675,0.60219914,0.65685034,0.39579526,0.7647853,0.93472695,0.6321846,0.20835923,-0.2633226
0.11405164,0.474717,0.86177003,0.48629928,0.08511505,0.99260247,-0.053074956,0.63962126,0.55187696,0.31673643,0.63004434,-0.21269722
0.33492696,0.39099798,0.75551504,0.5947971,0.20236585,0.7310438,0.78094774,0.47191694,0.68685126,0.28499442,0.08406058,-0.09036747
0.9059985,0.7425388,0.83758754,0.8693342,0.52059793,0.73538834,0.30280173,0.92361224,0.99988705,-0.10405183,-0.08929428,-0.6725559
0.29405633,0.3983466,0.79148614,0.6628064,0.20324047,0.61671877,0.99347806,0.5217756,0.4818663,0.45732147,0.53525937,-0.11433769
0.3391853,0.38228288,0.7196216,0.6237082,0.3854464,0.69442886,0.8847886,0.57520556,0.689404,0.35850212,0.24873771,-0.17333919
0.25016552,0.34036785,0.781853,0.5317622,0.16786909,0.6649636,0.99581784,0.5244136,0.49751452,0.5848659,0.36140755,0.003777187
0.29531837,0.44810042,0.6617012,0.52725136,0.39192513,0.66860807,0.9900612,0.521461,0.51301575,0.62235117,0.4544937,-0.081756696
0.5269401,0.69917154,0.8821449,0.8204777,0.5106119,0.38942447,0.2862853,0.5323187,0.97380936,0.7990621,0.7999407,-0.5264957
0.11687755,0.318944,0.747811,0.13280487,0.1113998,0.9199078,0.9566899,0.5205512,0.5821613,0.5682235,0.02494646,0.10616785
0.31711,0.44925362,0.67689466,0.6598246,0.35794228,0.562865,0.975252,0.5287814,0.47341478,0.45954084,0.5668547,-0.08762787
0.83268785,0.4757301,0.7093238,0.94335985,0.6440251,0.74803805,0.53259945,0.7875811,0.9981257,0.28464612,-0.045753386,-0.651405
0.16197245,0.58215964,0.68499005,0.37026343,0.68070245,0.5132695,0.35907656,0.7960057,0.97371125,0.69147956,0.4983436,-0.43666258
0.060049735,0.37309545,0.5685041,0.17066297,0.47178295,0.7490753,0.40590578,0.611908,0.8882564,0.69422823,0.20755515,-0.15999973
0.21245867,0.2531099,0.7823543,0.3074703,0.23749307,0.90890706,0.99534935,0.66033363,0.51690024,0.708576,0.16075525,-0.03999043
0.55660105,0.34917712,0.74005187,0.89868987,0.694721,0.6417936,0.6701614,0.6038865,0.89137715,0.3714474,0.33867112,-0.43506244
0.2788085,0.3867892,0.638135,0.6467252,0.62598026,0.6688789,0.53681743,0.6799959,0.8317667,0.314891,0.27251762,-0.25163227
0.22847907,0.48776144,0.64708817,0.35613182,0.26611525,0.7225143,0.9938051,0.5265825,0.4360402,0.62764287,0.34587958,0.0313735
0.37739688,0.38848895,0.67883563,0.86405504,0.6204202,0.61759335,0.4309243,0.49044442,0.84389436,0.2755251,0.4252112,-0.32162166
0.43437892,0.42291895,0.67270017,0.7438096,0.50214386,0.6498761,0.7685293,0.5832974,0.74107385,0.27827188,0.37594172,-0.23266178
0.250655,0.28282455,0.7640997,0.31245998,0.25246155,0.9027368,0.99188226,0.632622,0.5179995,0.6599323,0.10074819,-0.00557921
0.47961712,0.49352613,0.69713867,0.71471846,0.36249283,0.57373166,0.28804865,0.54770124,0.85745865,0.33073303,0.1994321,-0.22991805
0.3086073,0.40607008,0.630608,0.66295195,0.50671697,0.6050519,0.78083754,0.6094607,0.70492005,0.3224974,0.2614803,-0.21640664
0.34305277,0.40190554,0.85828114,0.5059574,-0.037114676,0.86877584,0.51542115,0.2803421,0.7298343,0.5688001,0.22054188,0.003688448
0.24019276,0.33518565,0.7396326,0.4914778,0.2446586,0.7011015,0.993272,0.55529404,0.47129133,0.5503918,0.34390357,-0.007581414
0.44904622,0.43429598,0.6908753,0.3935467,0.53390574,0.740455,0.5218775,0.85717916,0.9877733,0.31325305,-0.18686154,-0.28691706
0.5104676,0.40268567,0.6765247,0.6751424,0.70186234,0.62188673,0.4695298,0.85123813,0.9854487,0.22882867,0.3517926,-0.44239357
0.5320766,0.3385316,0.8012368,0.7290759,0.79150933,0.6116754,0.40766394,0.7355012,0.9802274,0.25904655,0.13891375,-0.52898955
0.2716419,0.43525526,0.74966955,0.3392586,0.08225595,0.73248273,0.37255555,0.41871807,0.82951653,0.5426353,0.17905624,-0.044566955
0.15525335,0.30364874,0.69313526,0.22855872,0.25243297,0.8807118,0.97203505,0.5792028,0.6307285,0.65996826,0.015139451,0.09205805
0.33008075,0.4864574,0.6706593,0.6868193,0.42841038,0.5623785,0.9792917,0.56087375,0.5565965,0.49997607,0.5978147,-0.18046102
0.23457839,0.3483121,0.8187703,0.41072673,0.1300699,0.8410063,0.49949193,0.3211972,0.8690887,0.8487075,0.39415783,-0.13371798
0.139712,0.3806854,0.6372408,0.5697769,0.7591666,0.6563958,0.27487487,0.7310262,0.94994015,0.40530604,0.21555689,-0.38224137
0.05702305,0.32883123,0.75609857,0.10689967,0.07805246,0.9704482,0.47811702,0.45769957,0.7998086,0.77648747,0.3695192,-0.032380942
0.23026551,0.44931132,0.7622688,0.82592607,0.53972936,0.36606675,0.97875607,0.46410456,0.416607,0.6732967,0.730602,-0.15624651
0.28739402,0.43745652,0.70558643,0.5799031,0.27629378,0.66610897,0.9899814,0.5413412,0.46382812,0.5211848,0.53218913,-0.06113794
0.36274323,0.31524417,0.8109629,0.5757196,0.1640423,0.8516571,0.96841955,0.48692182,0.5987466,0.56920457,0.10384653,0.023124382
0.40355167,0.45722508,0.643523,0.81179833,0.6201706,0.40965173,0.92609173,0.5643879,0.6128242,0.44898203,0.62856734,-0.31366837
0.17008589,0.3279209,0.77146226,0.1900989,0.16839357,0.9405901,0.9761024,0.57952666,0.52804804,0.6019802,0.10731863,0.10046155
0.24701472,0.36070126,0.8098202,0.38589564,0.060941394,0.85172707,0.98045254,0.5151851,0.50650704,0.53497374,0.092294924,0.040348276
0.14646146,0.44822884,0.63516253,0.34905574,0.5007085,0.68126327,0.2796123,0.7373406,0.88487697,0.3009795,-0.039212897,-0.26059377
0.30485153,0.58376956,0.7079514,0.6736511,0.4809452,0.51349556,0.9975364,0.53859866,0.59649706,0.7755527,0.5384969,-0.1789113
0.43583053,0.46419126,0.8826703,0.51914907,0.033102628,0.68454456,0.3708433,0.2815465,0.8904509,0.73125136,0.43877968,-0.20774885
0.30843744,0.3627955,0.5808812,0.63033503,0.6783407,0.5528093,0.59422535,0.6625404,0.78167474,0.2461971,0.40814206,-0.42720217
0.18991597,0.37243807,0.75264907,0.30910984,0.0987855,0.8194538,0.99262506,0.5279593,0.38084075,0.6086856,0.098951735,0.083783984
0.31713957,0.5894433,0.74832094,0.781634,0.40398768,0.3142659,0.9952444,0.42007804,0.4696061,0.7077069,0.7728226,-0.14112423
0.40354177,0.51877016,0.63363177,0.6742481,0.5391872,0.5021832,0.96517795,0.5634593,0.66055006,0.55043423,0.4819471,-0.18201797
0.097971715,0.28578335,0.6668979,-0.002897463,0.18614748,0.99390906,0.5580108,0.5789201,0.38594773,0.5299413,0.4398986,-0.22431508
0.27868792,0.43454853,0.7195498,0.47569728,0.12885083,0.62236714,0.33172193,0.4422077,0.70427275,0.15599059,-0.042224515,-0.16478069
0.38809955,0.38583562,0.8978448,0.9269222,0.5246865,0.34326985,0.9873034,0.4235438,0.5490459,0.7259482,0.8239271,-0.20901534
0.19001561,0.32179433,0.760387,0.24761462,0.1655361,0.8882405,0.9627131,0.5635402,0.60682344,0.56530493,-0.003572315,0.091445304
0.40399054,0.50074387,0.86584747,0.6445775,0.181055,0.60634184,0.35835487,0.35645908,0.9265232,0.81158704,0.6073934,-0.28202376
0.76059556,0.4485111,0.94247067,0.9866799,0.8964509,0.65492874,0.47689885,0.59838784,0.9219457,0.22225173,0.79153615,-0.5051868
0.22528516,0.17413189,0.77211046,0.18265246,0.16135752,0.9891974,0.67546165,0.549782,0.3999267,0.29919103,0.38152778,-0.26883388
0.24465409,0.390037,0.58859074,0.5530268,0.46902162,0.6934292,0.33643052,0.6167406,0.80610037,0.30173445,0.09553232,-0.24103452
0.1763903,0.3261562,0.7577643,0.2676505,0.080211416,0.89987457,0.9066834,0.48290694,0.62781596,0.49859113,0.015074765,0.10482891
0.12383603,0.49106008,0.6579397,0.25164667,0.3691936,0.61653554,0.43344104,0.7414619,0.87414575,0.30259964,-0.10093685,-0.23732123
0.13136409,0.24858175,0.7924744,0.10999787,0.18504535,0.97844434,0.7914171,0.59783506,0.6376572,0.2575234,0.21991387,-0.13075113
0.46338975,0.50841725,0.9722856,0.986128,0.49655214,0.37450963,0.99791425,0.26603124,0.7063434,0.8519573,0.93333006,-0.30340344
0.3860653,0.39869556,0.67400837,0.6992384,0.45023346,0.62281454,0.8944394,0.58618563,0.68306553,0.33518392,0.4096567,-0.20406558
0.3844554,0.31373844,0.8765428,0.53708094,0.06991771,0.84020364,0.9933653,0.50904465,0.4450873,0.57261264,0.1937841,-0.020464845
0.31283924,0.47929054,0.69079626,0.4524402,0.40116712,0.6647537,0.3900533,0.57792675,0.89808726,0.55811906,0.18855909,-0.18102767
0.33325472,0.38577023,0.6613792,0.6560261,0.39191538,0.6591381,0.36480024,0.51511407,0.7764059,0.2581494,0.18011624,-0.20959294
0.37648794,0.43234694,0.62300295,0.6538011,0.42680296,0.58991605,0.82944685,0.5417549,0.68523854,0.343214,0.3864099,-0.18232393
0.31244552,0.37537235,0.7699918,0.54346055,0.18882127,0.7856383,0.9303032,0.51944053,0.65022326,0.43953285,0.16673778,0.000643278
0.88053006,0.5864433,0.7434519,0.9439963,0.79744565,0.67742145,0.47882444,0.8670323,0.9999542,0.10825265,-0.061295237,-0.773703
0.34938177,0.50599825,0.7913164,0.46524298,0.20218858,0.50789773,0.26874965,0.53315055,0.922308,0.6889498,0.44437283,-0.21967101
0.21633518,0.4119868,0.73577976,0.3907835,0.1466546,0.7758615,0.95751643,0.47812185,0.5555092,0.45857108,0.22075556,-0.018858762
0.38789338,0.5615337,0.8797248,0.9208236,0.48755255,0.28514075,0.9978329,0.43390173,0.62697935,0.8308344,0.8412277,-0.21184123
0.13066955,0.40609935,0.738352,0.3154401,0.086652406,0.8665904,0.8124405,0.47628018,0.6078977,0.31353116,0.10475535,-0.002615838
0.28910592,0.34701687,0.6905415,0.55950904,0.39282715,0.6945125,0.83265346,0.56601083,0.70862126,0.36043546,0.1637517,-0.111963175
0.1923113,0.38404298,0.753402,0.25195235,0.0812923,0.9455685,0.7409837,0.43723628,0.5586432,0.30637497,0.3654688,-0.027137324
0.63605386,0.2583993,0.99497116,0.9803758,0.5028806,0.4474467,0.95608425,0.38630614,0.7313566,0.6486101,0.9108857,-0.28649014
0.32507172,0.53574926,0.6518243,0.59804076,0.5651953,0.4562498,0.9751838,0.49910703,0.5046679,0.54558456,0.53385144,-0.11321481
0.08047613,0.32821095,0.7243265,0.017603874,0.090851925,0.9250566,0.9460271,0.49046552,0.558223,0.52754015,0.071253106,0.08857718
0.24164921,0.5486697,0.76497674,0.4865835,0.26388675,0.67422056,0.9986764,0.5473423,0.48435482,0.6759889,0.5395775,-0.06974063
0.21295589,0.32622778,0.8064451,0.36895332,0.10616413,0.91511256,0.9129644,0.5467589,0.6268078,0.41159755,0.07780564,0.054590464
0.2164587,0.38054803,0.78322864,0.28660712,0.0944188,0.84849,0.9950377,0.54520464,0.34394565,0.62167776,0.15653476,0.005743048
0.17184147,0.3195816,0.8414901,0.31258646,0.105713345,0.96317506,0.8568511,0.59957516,0.5783471,0.16403861,0.14831455,-0.09818225
0.4179703,0.42927846,0.7765733,0.84291464,0.66833866,0.39556968,0.92502743,0.54132664,0.5402153,0.40649453,0.7165672,-0.32123044
0.3935522,0.31106812,0.7358546,0.67438245,0.40127212,0.71147853,0.85913026,0.55093735,0.7286893,0.3844472,0.22531244,-0.15599506
0.5920216,0.6088451,0.7323292,0.7744227,0.6440884,0.43459666,0.22744377,0.85490876,0.9919741,0.37088034,0.5856861,-0.45667642
0.32760495,0.42521766,0.79969245,0.58969325,-0.039927363,0.77257615,0.53949285,0.21579203,0.63219416,0.26762822,0.14413828,-0.012346032
0.15304285,0.2875654,0.78165156,0.19430427,0.14744873,0.95109963,0.92021346,0.5235092,0.59018934,0.5494203,0.15396976,-0.003757494
0.26904288,0.37028196,0.75074184,0.52686095,0.23984145,0.7985004,0.8744461,0.5579778,0.63480264,0.33180764,0.07789001,-0.08927828
0.27180496,0.44608465,0.75466895,0.83997035,0.5111852,0.40868798,0.98444617,0.48248377,0.48804682,0.6799097,0.74374497,-0.20662852
0.3394504,0.49344596,0.6870607,0.76110023,0.4718398,0.45596835,0.98834896,0.5519198,0.5531609,0.59816146,0.69341105,-0.20361353
0.45175406,0.5329232,0.7814894,0.94364244,0.63790405,0.2994549,0.99689025,0.4675025,0.6027999,0.7096572,0.8528322,-0.38088882
0.13311432,0.40326276,0.5774739,0.3252891,0.5484723,0.6305245,0.39303443,0.7392071,0.8980992,0.5250689,0.11437821,-0.23488781
0.46306497,0.35784292,0.7829113,0.8612002,0.6785363,0.5219554,0.73822016,0.56353176,0.7132013,0.3081083,0.6974613,-0.3539233
0.31834438,0.4259042,0.81758976,0.9170675,0.5782906,0.28334466,0.9795195,0.48757267,0.5487835,0.64320904,0.82928914,-0.26399451
0.33582813,0.4537683,0.63623726,0.46919453,0.48515534,0.5446536,0.9406541,0.55909616,0.6547111,0.5233512,0.50783753,-0.096008584
0.34587038,0.33976287,0.8122601,0.5918402,0.13641715,0.70020986,0.9888009,0.49215883,0.48028237,0.50075513,0.19756034,-0.02277109
0.78463274,0.4239258,0.8406354,0.95211333,0.69539285,0.7197063,0.4794834,0.747087,0.9904872,0.10884603,0.21237074,-0.5835763
0.32501844,0.37089112,0.77773786,0.70417446,0.30194426,0.58350587,0.9893778,0.5338868,0.5152134,0.40928066,0.50189316,-0.11759582
0.33991432,0.6089233,0.72875434,0.6572403,0.58824897,0.43913183,0.30896118,0.7482252,0.97059953,0.66577065,0.54786265,-0.37559038
0.30598107,0.6808332,0.77401376,0.5901345,0.48793167,0.4489098,0.9981522,0.43073204,0.41729736,0.7460755,0.54259086,-0.19060676
0.41249692,0.36295736,0.7410752,0.6786815,0.2709949,0.6516911,0.92343515,0.52531177,0.66652787,0.3370917,0.29536217,-0.16180179
0.18413465,0.31466344,0.6372809,0.35142568,0.32879433,0.8087977,0.4609107,0.5000296,0.8360733,0.599216,0.15152666,-0.03181362
0.1777238,0.38254863,0.7462675,0.17916088,0.14512019,0.9212574,0.98261,0.54395866,0.3632477,0.5932939,0.10944801,0.04914993
0.282906,0.33968925,0.6881387,0.5278791,0.35196558,0.75699806,0.81868744,0.5583329,0.72914577,0.50512767,0.13122089,-0.07984248
0.2730359,0.30496868,0.6410015,0.6019874,0.52806544,0.70767736,0.6692315,0.61066043,0.7772618,0.39926788,0.20207518,-0.18612464
0.35510108,0.2686444,0.9272601,0.5936122,0.074519224,0.9692994,0.53210914,0.29541844,0.7943573,0.9019425,0.65452653,-0.04668892
0.4557825,0.32356396,0.7750594,0.8899688,0.7338798,0.43711245,0.83680403,0.62768877,0.609804,0.3059397,0.7441262,-0.32096633
0.36991477,0.45569903,0.74736416,0.74317527,0.5230861,0.31504372,0.9389701,0.49696416,0.4889667,0.50901055,0.6547791,-0.20333715
0.26881403,0.5832585,0.6915428,0.5929041,0.39521965,0.5923867,0.99450666,0.49334216,0.50047004,0.6294006,0.54709685,-0.086449
0.30398804,0.48056284,0.7062789,0.1530595,0.64034593,0.64897406,0.476428,0.7955921,0.9779722,0.27676898,-0.09819398,-0.4112634
0.81965566,0.49569616,0.78712475,0.90326715,0.7835583,0.70400727,0.5340119,0.89844793,0.9997024,0.05899816,-0.027379477,-0.5939584
0.38153842,0.46593586,0.6582123,0.5724901,0.27118495,0.6017208,0.24043372,0.4732016,0.8088609,0.4576355,0.16531615,-0.12832424
0.33830613,0.2916377,0.8241978,0.6104083,0.110050276,0.9346599,0.39742714,0.30204314,0.51965815,0.33015022,0.42111757,-0.08702227
0.3713177,0.41219783,0.750093,0.926963,0.6337397,0.2620775,0.9785281,0.52659166,0.58995795,0.57524157,0.8371871,-0.29500586
0.61122185,0.32157063,0.9707998,0.9798201,0.7799828,0.55831194,0.6966958,0.48599792,0.73502105,0.43291196,0.85493684,-0.42117512
0.21368183,0.4499476,0.81668806,0.44485322,-0.02935529,0.96943355,0.18303485,0.34946552,0.4598177,0.6240921,0.51208156,0.11129052
0.41680592,0.39866197,0.67470556,0.8436542,0.52243376,0.4824829,0.9438504,0.5540874,0.63256884,0.34148166,0.67900217,-0.26793233
0.44357434,0.39245987,0.6799536,0.81831145,0.5685405,0.55934894,0.8832196,0.5758494,0.7104183,0.33312076,0.5192138,-0.224811
0.27083328,0.4242533,0.6430533,0.5589547,0.37831622,0.68383694,0.8022742,0.5663881,0.6670456,0.32151586,0.19969612,-0.15320033
0.20711389,0.32796416,0.76719064,0.33596894,0.15901174,0.86099243,0.9505695,0.5432261,0.65550363,0.523553,0.06996951,0.056910537
0.19421038,0.49207395,0.7701624,0.35944778,0.15779807,0.6838524,0.9988696,0.51746213,0.4799312,0.71431774,0.44958663,-0.008538952
0.34389693,0.37244388,0.70381224,0.6001066,0.35120317,0.7083308,0.8402835,0.53092307,0.67667925,0.34520826,0.18223408,-0.11831141
0.24787958,0.4456728,0.723065,0.06835608,0.60633904,0.66661763,0.42574462,0.8827348,0.9820164,0.4325232,-0.0586557,-0.3414184
0.22300826,0.5919143,0.6695705,0.3178392,0.3235136,0.6708015,0.9975533,0.4961475,0.45306465,0.693362,0.3496961,-0.006449406
0.3983678,0.43449736,0.683121,0.6829351,0.34909117,0.6181816,0.89687854,0.51836133,0.6590479,0.35788378,0.42188913,-0.17963693
0.08478373,0.36996728,0.78791326,0.17043197,0.029681988,0.9237192,0.92887443,0.549669,0.55717176,0.3565935,0.048954632,0.07018884
0.51218706,0.6801311,0.93127143,0.9388694,0.2438071,0.4356779,0.999525,0.20500493,0.7469127,0.8660381,0.85789984,-0.10336598
0.069758475,0.38323444,0.702981,0.30012536,0.15320075,0.8620891,0.42893848,0.48514214,0.69329965,0.32060575,0.05411914,-0.03560903
0.33780932,0.44179735,0.5989779,0.24037935,0.5855535,0.7446348,0.509879,0.826081,0.97842795,0.300135,-0.10155018,-0.34616664
0.2424019,0.38325733,0.7668744,0.51317763,0.13262326,0.80630183,0.8037471,0.49835,0.63950706,0.3202357,0.06740768,-0.029383963
0.23797077,0.38417882,0.75498843,0.5013175,0.13148387,0.7172333,0.99040616,0.51776254,0.45833212,0.52013105,0.29275456,-0.010646661
0.16392416,0.39927474,0.7616192,0.2037964,0.07318473,0.8944279,0.9823025,0.4821872,0.31727847,0.5721611,0.08277529,0.08690678
0.8997501,0.72834927,0.88667476,0.8834412,0.5626515,0.6477145,0.2746179,0.92531663,0.99990743,0.042455573,0.038100015,-0.6433199
0.16322866,0.4258759,0.7164418,0.3555238,0.13497746,0.7554081,0.27823275,0.4713989,0.7046647,0.3104442,0.02695883,-0.091611646
0.17336825,0.45807153,0.70218563,0.2505603,0.22498402,0.74069095,0.9956038,0.5199238,0.4294058,0.68899184,0.18890826,0.046075795
0.27951762,0.3297179,0.781533,0.4512294,0.11151199,0.78525007,0.97327256,0.5068813,0.6002703,0.54445493,0.049320377,0.05097375
0.3586015,0.4340417,0.74334145,0.75542945,0.47575977,0.3803138,0.96593595,0.5619879,0.48124868,0.48376656,0.72698003,-0.15751636
0.14271028,0.46205646,0.7556279,0.40031293,-0.04510675,0.9677127,0.140199,0.32132596,0.43250978,0.5668267,0.38732803,0.07253969
0.2769719,0.23718204,0.8415638,0.42792252,0.124665424,0.9854982,0.6251633,0.5531981,0.5248814,0.22219609,0.33110452,-0.24648653
0.5080918,0.40168616,0.67691064,0.764056,0.69744885,0.59262455,0.4980485,0.6573856,0.9164992,0.16862151,0.3364766,-0.47515413
0.25000405,0.36114484,0.7856816,0.33389428,0.061133917,0.8593759,0.9674441,0.49866843,0.5404799,0.51471055,0.019072186,0.07334694
0.15531163,0.40444177,0.6786634,0.37656388,0.5565241,0.6552824,0.35873514,0.71933544,0.88201135,0.33239567,0.028656816,-0.24527596
0.245586,0.3652918,0.7503205,0.40888897,0.12847401,0.7668349,0.9911644,0.53927493,0.41770193,0.55249476,0.20468044,0.003521721
0.25661328,0.3791712,0.8138131,0.45187703,0.037771065,0.8582865,0.9554225,0.48881915,0.5449649,0.44888827,0.1282479,0.029679159
0.15958816,0.5750158,0.6856723,0.2078285,0.23005593,0.66167736,0.9971956,0.48818323,0.40075132,0.7060447,0.31452575,0.038879883
0.58913106,0.25038156,0.99151367,0.97700167,0.6242416,0.39282814,0.8977985,0.43063378,0.68441546,0.5987176,0.9138861,-0.36605057
0.13449208,0.45297396,0.857307,0.48383453,0.03332185,0.9950065,0.053543422,0.6326684,0.46676373,0.24925688,0.38681677,-0.22545968
0.26064742,0.49521863,0.6594294,0.36631617,0.649963,0.5871261,0.37129,0.7960535,0.97827405,0.52856445,0.30959,-0.3408247
