mean EN difference,geom-mean_eta_both,MagpieData mean Electronegativity,max ionic char,MagpieData avg_dev MendeleevNumber,MagpieData minimum Electronegativity,MagpieData range MeltingT,MagpieData mean Row,MagpieData avg_dev NpValence,MagpieData mean GSbandgap,std_dev EN difference
0.29912865,0.35133648,0.82963794,0.65758216,0.027832001,0.8293945,0.99533194,0.49019074,0.35696086,0.4777931,0.34931982
0.6881447,0.5889006,0.77855504,0.8036298,0.8155063,0.5462403,0.5645468,0.7323656,0.9466973,0.32984263,-0.083952226
0.2507478,0.612098,0.80629766,0.43955663,0.33953205,0.9999443,0.1738001,0.6970695,0.9845618,0.77647555,0.047734573
0.22618634,0.29774028,0.7709375,0.48559088,0.085218884,0.7971516,0.97851586,0.5118004,0.3654289,0.41266063,0.2730169
0.32591003,0.44402036,0.65462756,0.83268434,0.57698286,0.2873512,0.6489301,0.4679668,0.5876612,0.43728676,0.7338227
0.1498729,0.33827865,0.77361107,0.37824267,0.089311935,0.8634978,0.99332374,0.4710201,0.36624932,0.5631547,0.12748621
0.17355978,0.3313055,0.75500745,0.3929284,0.097283885,0.8376616,0.99261034,0.48418552,0.42953122,0.5482191,0.16150557
0.22940293,0.33420458,0.7516527,0.4958141,0.13751136,0.76131403,0.993377,0.4974751,0.42546088,0.5387591,0.20474327
0.19332115,0.60045385,0.6936537,0.09389938,0.37787586,0.996899,0.8579228,0.47473976,0.8735566,0.9310025,0.0067385235
0.38720876,0.47285783,0.6656041,0.5265391,0.4033828,0.44200778,0.23362638,0.40753755,0.5694945,0.3446914,0.3286056
0.16210754,0.67329663,0.74605656,0.034738548,0.11705961,0.99333316,0.99530035,0.4778816,0.39860362,0.751127,0.13258167
0.10670575,0.36538187,0.7393309,0.21078429,0.13381457,0.8704624,0.993234,0.46640387,0.39589113,0.55035317,0.053432807
0.32237,0.32704538,0.68876314,0.6300675,0.3240629,0.5847182,0.9908659,0.47853208,0.4966176,0.51205516,0.3947211
0.21239164,0.54442185,0.8079752,0.68429345,0.012286663,0.6571723,0.92037195,0.49290034,0.4797873,0.5008371,0.4870379
0.10971835,0.37476408,0.69270617,0.21636948,0.17714211,0.83218205,0.98403597,0.48671058,0.50594926,0.5590261,0.09145114
0.18846579,0.31911427,0.7283161,0.41608235,0.15299146,0.7936971,0.9892475,0.4960706,0.4322778,0.55396366,0.20235465
0.10455777,0.372137,0.73536533,0.10184376,0.16986611,0.71298337,0.29760957,0.7923929,0.5021088,0.19869165,0.002378586
0.20925988,0.4169675,0.682158,0.4144599,0.21323597,0.52147293,0.23558673,0.455821,0.6187295,0.40606344,0.21460903
0.501016,0.4833838,0.72593975,0.9331329,0.5459966,0.47606748,0.9607125,0.5031683,0.5430408,0.44439,0.87135977
0.37053236,0.49813655,0.7290248,0.783208,0.41889948,0.48360664,0.97030514,0.5483085,0.58322555,0.5082085,0.6375327
0.40003663,0.22595522,0.7695311,0.6316689,0.4159057,0.7887571,0.3418308,0.47097743,0.9855675,0.6769941,0.18045023
0.45082536,0.44085985,0.73599577,0.8832468,0.53126496,0.4799474,0.98714346,0.60106313,0.51705706,0.37785953,0.8218762
0.122797355,0.30239767,0.6228781,0.08711986,0.2697536,0.90935755,0.96029663,0.50895727,0.529635,0.7025486,0.1320918
0.15032373,0.36408588,0.5359158,0.13555078,0.3649538,0.9805837,0.56248343,0.43736687,0.8564189,0.8098393,0.00016608089
0.15159106,0.55627453,0.801427,0.1775484,0.35376182,0.92064756,0.7231158,0.9171757,0.7625397,0.22383195,0.006432884
0.6124624,0.58626795,0.75459313,0.7376813,0.72716606,0.54794216,0.52304125,0.6847435,0.8816348,0.3112213,-0.049062442
0.48746154,0.4871584,0.6541083,0.6036241,0.6308891,0.4771868,0.4228239,0.51169395,0.8205581,0.35062197,0.17333563
0.23250866,0.3425647,0.7173094,0.5316106,0.21241665,0.64549917,0.9848648,0.5059893,0.47597566,0.5284459,0.3101126
0.13714269,0.22476563,0.81295204,0.34804815,0.26927745,0.90343684,0.94051695,0.623427,0.6855227,0.36118495,-0.04082657
0.23986532,0.32394207,0.725918,0.4982568,0.17979126,0.69011205,0.98284054,0.507211,0.47399187,0.4947064,0.27732047
0.37879995,0.39063072,0.66847616,0.73247075,0.4697423,0.4566242,0.98792464,0.5201978,0.54871696,0.50560546,0.57853067
0.22415693,0.36696762,0.72197986,0.43889296,0.3336301,0.617763,0.96231556,0.50694454,0.6337429,0.60565925,0.28019154
0.38058284,0.35438293,0.7139725,0.8748523,0.86605954,0.3842461,0.23945995,0.6892818,0.84238255,0.56424654,0.82886815
0.8060865,0.609676,0.98609394,0.94227093,0.38721392,0.9999842,0.47552317,0.13134369,0.999921,0.7542349,-0.090560764
0.16709828,0.32575244,0.72746897,0.37632105,0.15968068,0.7675102,0.990197,0.4968304,0.44874728,0.54672927,0.18326996
0.7914417,0.56896365,0.97658,0.8766928,0.49929518,0.99996066,0.8338524,0.5670966,0.9999482,0.16404043,-0.09526823
0.49379584,0.50210243,0.8693638,0.59708124,0.5096606,0.999818,0.67734253,0.65690625,0.9963993,0.15695825,0.06342495
0.31184572,0.34836558,0.8715638,0.29172865,0.30500302,0.9504979,0.71770334,0.83662444,0.7412222,-0.021466034,-0.03294766
0.38186052,0.37881562,0.84181553,0.7738987,0.10533399,0.71150136,0.99498665,0.4701667,0.5062808,0.48468333,0.44448254
0.25323853,0.33472195,0.75927174,0.5788982,0.16560887,0.70793533,0.9844549,0.4782745,0.42327613,0.50464976,0.32237375
0.24440765,0.35882783,0.72905195,0.23390517,0.12769209,0.7982391,0.25368646,0.75629747,0.568746,0.049739596,0.08594879
0.37837398,0.39370677,0.7398306,0.60240173,0.16831727,0.99796194,-0.03552866,0.5484835,0.9685086,0.7999406,0.17634676
0.12910688,0.3617664,0.7334336,0.23939726,0.30759,0.86110896,0.7423947,0.5659532,0.7933685,0.77376163,0.14905785
0.44809374,0.45830855,0.7778289,0.49450868,0.33681288,0.9581661,0.5651134,0.6950538,0.9881193,0.27787185,0.11791759
0.10984334,0.41301,0.6867566,0.0699472,0.2632861,0.967578,0.97173464,0.5694011,0.570764,0.84415674,0.12222021
0.14191552,0.35462886,0.7341169,0.34162027,0.12872994,0.77652323,0.99321115,0.5102818,0.42659152,0.52177954,0.18213731
0.33257023,0.5637611,0.9131049,0.6411081,0.75563407,0.81733966,0.6630068,0.8739528,0.9511944,0.6331507,0.9601747
0.37051392,0.28614017,0.6591164,0.8072695,0.8506819,0.26523712,0.34423262,0.61050546,0.86530703,0.5842757,0.6720152
0.26274908,0.47193426,0.7617797,0.64587593,0.130082,0.5973276,0.9690776,0.51095605,0.5108268,0.45006713,0.5029346
0.14299506,0.4806308,0.6725359,0.13261916,0.21055327,0.95808166,0.99138653,0.5013957,0.45370102,0.7377224,0.16071633
0.2702138,0.33790407,0.6746435,0.4475501,0.43098247,0.5324285,0.9717621,0.52720976,0.617944,0.5873388,0.34535044
0.20239392,0.35034677,0.69331545,0.33597597,0.13480063,0.5952942,0.23664066,0.56224966,0.6708367,0.32409874,0.043728765
0.32225323,0.4975495,0.72842026,0.7879836,0.4306408,0.46225116,0.9055969,0.5017215,0.57412875,0.44707182,0.710234
0.12797481,0.41741022,0.6854378,0.19583067,0.35925412,0.8672391,0.790899,0.53906125,0.82490265,0.6806915,0.09486804
0.43845457,0.4416385,0.7327928,0.8311764,0.4075134,0.4584552,0.9956795,0.5587456,0.56512475,0.47992676,0.641574
0.37494624,0.24313854,0.88892657,0.77292275,-0.0018080528,0.96248394,0.30297774,0.51878166,0.87226653,0.64802086,0.6690748
0.28307733,0.3433085,0.79289246,0.6150214,0.104047514,0.746398,0.99411225,0.50510865,0.40982234,0.4895863,0.33066326
0.38260505,0.39444655,0.6738658,0.7657,0.6654712,0.36710444,0.32306352,0.52488315,0.7997401,0.42348573,0.51642036
0.2124676,0.37288705,0.75467193,0.51630056,0.19233552,0.7107481,0.9833713,0.5292719,0.5605036,0.5560008,0.24468113
0.2062043,0.45019782,0.73947,0.5313709,0.22597295,0.56736416,0.95227206,0.4789547,0.61055285,0.54800344,0.3804298
0.1348345,0.35301614,0.65982157,0.19981699,0.2444705,0.8778414,0.98304313,0.4879602,0.49514765,0.591556,0.13529794
0.42779756,0.4321462,0.7240096,0.8591667,0.54384696,0.48528203,0.9717641,0.57806385,0.54284334,0.44385752,0.8103518
0.2489295,0.33179352,0.8229087,0.55320716,0.052518588,0.8508602,0.9922613,0.4980831,0.37822384,0.47257018,0.27589992
0.086100265,0.4341467,0.6447717,0.05030972,0.2396396,0.9585992,0.9719196,0.5467441,0.5192677,0.701258,0.08206339
0.2963195,0.46169177,0.78336227,0.6886815,0.03307744,0.6430924,0.9709698,0.50599134,0.415422,0.3984985,0.5381831
0.1669774,0.34935376,0.71439505,0.2985046,0.19507337,0.58331203,0.6069436,0.4258399,0.58975416,0.5660975,0.24244627
0.18100359,0.3635734,0.7362919,0.39287144,0.23266055,0.7074801,0.9760691,0.5400398,0.588506,0.56425714,0.19681096
0.29331946,0.40093273,0.7423376,0.6653726,0.14518528,0.63300383,0.98232853,0.46874994,0.43755436,0.4505929,0.48179165
0.34496406,0.2233028,0.7636558,0.5025642,0.33479995,0.958269,0.6961466,0.5102147,0.9673849,0.91774756,0.10456593
0.38949162,0.39642057,0.73391944,0.82714903,0.41591942,0.49006635,0.9825373,0.5844785,0.38393998,0.31838343,0.78731346
0.3428078,0.51702106,0.9051616,0.63193536,0.82582015,0.7842525,0.6665851,0.92762774,0.9800363,0.66485727,0.9655237
0.5734075,0.44206598,0.718836,0.7688811,0.71303046,0.4731124,0.48362684,0.6048989,0.9261929,0.35133284,0.16230015
0.6430783,0.9816117,0.9999398,0.99792045,0.38998458,0.9999976,0.019875353,0.94585544,0.99999934,0.8014108,0.99808675
0.28154853,0.34957626,0.69118106,0.4612606,0.36245543,0.62311375,0.9944548,0.57858455,0.4772717,0.52504694,0.29936406
0.062680826,0.49669024,0.6191332,0.025444364,0.25318974,0.98118097,0.894465,0.5664073,0.5481327,0.73713124,0.14150055
0.24342379,0.55437875,0.68223643,0.70112586,0.493755,0.33389038,0.23456228,0.4941991,0.34531814,0.35231683,0.7038739
0.17199479,0.18302874,0.64432997,0.5984564,0.5316262,0.40110585,0.15307316,0.5810589,0.8846184,0.6136627,0.7091047
0.48194748,0.48101613,0.7659821,0.8028751,0.5529841,0.5331168,0.9898682,0.6663821,0.5739045,0.42315254,0.83075416
0.10411865,0.29454228,0.70042396,0.299036,0.26288468,0.8699479,0.9076863,0.4882411,0.6728568,0.59343636,0.10627673
0.11217786,0.32082173,0.65850765,0.20011002,0.24167714,0.8800091,0.97566825,0.52024716,0.50767994,0.56838775,0.13726048
0.38304752,0.60063094,0.8034489,0.505211,0.3732069,0.9999004,0.2382348,0.6809877,0.98825955,0.5934311,-0.044272054
0.35762462,0.21190912,0.85378456,0.90936637,0.29805133,0.78502697,0.2722811,0.51127243,0.6780746,0.6232334,0.9365701
0.30695233,0.34505522,0.77124226,0.65021825,0.1456041,0.67330396,0.9901982,0.47936034,0.4431817,0.48213717,0.3732648
0.36230412,0.5295275,0.75133216,0.4536152,0.3458464,0.6801708,0.500237,0.81633925,0.85379684,0.08676747,0.0013143636
0.210919,0.5286319,0.7019323,0.62084275,0.20938773,0.46797308,0.7465407,0.42181757,0.56470037,0.4840544,0.49070072
0.19498083,0.3281346,0.6572944,0.2479875,0.3218074,0.9397197,0.54657435,0.5145091,0.94989073,0.64718944,-0.0398449
0.41492465,0.49042195,0.8204935,0.70028806,0.21082155,0.9994306,-0.10357316,0.53329504,0.9761006,0.88962156,0.18149665
0.21474876,0.2737614,0.80947536,0.477033,0.069924496,0.8664218,0.9846058,0.5192876,0.32884976,0.40384516,0.23735823
0.24683923,0.4382033,0.65304434,0.436203,0.2903748,0.4686146,0.37564093,0.3847832,0.6224277,0.49486375,0.36378196
0.22570725,0.38010246,0.7643468,0.65424776,0.46068597,0.572451,0.95469785,0.63041425,0.3928784,0.46311623,0.8088937
0.17372106,0.456262,0.7324609,0.14130402,0.18127072,0.97199184,0.9900377,0.53429914,0.46258956,0.70673525,0.2393958
0.21346673,0.38865113,0.64903796,0.3700219,0.24710275,0.70611334,0.9528341,0.5299359,0.52077585,0.56658804,0.39392313
0.3702594,0.34649658,0.7721125,0.7035475,0.14095263,0.6288021,0.99212754,0.46004745,0.4451668,0.45917723,0.45511016
0.24017286,0.3067647,0.69758046,0.46929568,0.26297414,0.65903604,0.99036187,0.5292023,0.4872329,0.5249851,0.21915753
0.35629416,0.44655094,0.8028625,0.9170671,0.9215136,0.6600474,0.4542057,0.82743824,0.9287455,0.49155825,0.80569404
0.33661684,0.4206917,0.738235,0.7355823,0.56429446,0.42590544,0.91414326,0.54595983,0.60591054,0.58714783,0.72257614
0.17504463,0.38267118,0.7573238,0.36929986,0.2241093,0.7494459,0.79340154,0.46364665,0.57280064,0.39023095,0.17667708
0.48333782,0.4729192,0.67424077,0.7509512,0.9177096,0.47627595,0.52536726,0.88400656,0.9721734,0.3486837,0.11159091
0.16691789,0.2831294,0.7674232,0.3677545,0.12004102,0.8472913,0.98130035,0.5303009,0.39561933,0.45639718,0.18791391
0.27063984,0.34450528,0.7355045,0.5378907,0.25668958,0.6922879,0.9973044,0.48766786,0.42919052,0.49999684,0.22345847
0.097779274,0.36427638,0.712868,0.17406978,0.15928155,0.8968776,0.9870404,0.48835337,0.45586482,0.53391194,0.090592675
0.11753544,0.31396624,0.72282636,0.27866068,0.16586658,0.70530653,0.89559025,0.5135823,0.54699326,0.51780593,0.14833125
0.186325,0.40339467,0.7484399,0.4555382,0.11533951,0.67542094,0.8788198,0.46115017,0.5486154,0.44275582,0.27509528
0.13495542,0.35709566,0.7243743,0.30664662,0.13939269,0.7912384,0.98442256,0.5330146,0.4055123,0.4955642,0.19076294
0.12734263,0.34481162,0.7622702,0.30332655,0.091193154,0.8703759,0.9935701,0.45465136,0.32988587,0.55058813,0.0756428
0.25169298,0.32441777,0.74883664,0.54216516,0.16937031,0.69661677,0.98505914,0.49970502,0.45377925,0.5010757,0.31788665
0.28767586,0.37983292,0.66551894,0.41399148,0.3937113,0.4677891,0.11645162,0.502304,0.63784325,0.46525756,0.31473464
0.3292815,0.45786837,0.75669515,0.34095484,0.11152371,0.8300973,0.34557915,0.8319574,0.6229031,0.007670021,0.066709116
0.19300485,0.3919366,0.6632887,0.36547413,0.13319667,0.54007673,0.191232,0.37871575,0.46596357,0.45825303,0.2672524
0.54593873,0.36819696,0.7923567,0.62949073,0.25756755,0.9928353,0.42378047,0.38987634,0.99007434,0.48972207,0.06938896
0.54684365,0.4512129,0.75038326,0.92643565,0.94033796,0.5871643,0.35239905,0.7977364,0.9789866,0.49252546,0.539554
0.6465019,0.4035642,0.75441164,0.8080249,0.7694745,0.40647554,0.4939481,0.64923114,0.99238235,0.37567726,0.104198255
0.3449513,0.48948383,0.74427056,0.8254547,0.32605508,0.4735303,0.9369931,0.48458925,0.5899114,0.48151836,0.715852
0.2613127,0.37094858,0.6561365,0.39491,0.4428369,0.65980244,0.9679418,0.52243257,0.679265,0.6645471,0.26910353
0.14449926,0.32406473,0.7112471,0.31007,0.21749996,0.73508155,0.79387456,0.4866427,0.6204373,0.38899451,0.11065751
0.4922213,0.46203002,0.8141294,0.78116,0.46135485,0.59974945,0.99680257,0.70316774,0.45216307,0.34116527,0.79154694
0.12836593,0.4148215,0.62041414,0.09802261,0.42421862,0.912385,0.6153585,0.62911737,0.844583,0.4554688,0.06287431
0.25925955,0.37625685,0.682486,0.29445356,0.14476508,0.6240537,0.18128271,0.6157429,0.70844966,0.23756413,0.0972221
0.22440177,0.37869987,0.68670917,0.530498,0.29479492,0.5601334,0.97431046,0.50077975,0.567328,0.55141056,0.35464713
0.58329856,0.7329601,0.82814676,0.7914569,0.7919191,0.9291761,0.7372845,0.78979063,0.99989873,0.4646624,0.87422085
0.14771456,0.41863433,0.67379534,0.27456278,0.22222397,0.49647045,0.19323355,0.42227757,0.6279155,0.48107943,0.27671072
0.6015985,0.51519996,0.94169307,0.8377612,0.24676928,0.99976665,0.35593832,0.42948183,0.9979563,0.55248654,0.13997386
0.73586506,0.5498792,0.76701146,0.85345167,0.78697526,0.50259244,0.4963892,0.76555014,0.97465116,0.29639104,-0.114780545
0.6818323,0.53627884,0.79399586,0.88045913,0.9270007,0.51999307,0.5208417,0.8922996,0.9884495,0.19279332,-0.191356
0.37334377,0.65169466,0.7699741,0.37388322,0.15634304,0.78059965,0.4233928,0.876664,0.62246346,0.059773833,0.0052525736
0.6074647,0.48060644,0.8098043,0.81156015,0.21252094,0.98165524,0.3195705,0.42526692,0.99490786,0.5726116,0.6373521
0.9237976,0.81948155,0.9993729,0.9882085,0.7073684,1.0,0.91511774,0.4863543,0.99999994,0.49891034,-0.19255923
0.13355085,0.39256665,0.71866596,0.21488614,0.13790792,0.9108318,0.99112815,0.43824515,0.40338165,0.6056986,0.11976339
0.21870172,0.43838978,0.79789877,0.17532107,0.49001226,0.9315111,0.79038674,0.84366894,0.9631233,0.07336949,0.033570003
0.2691165,0.5092019,0.83692086,0.20078479,0.5773279,0.9985492,0.84981996,0.9273335,0.9885411,0.043162923,-0.023108637
0.1912135,0.45128772,0.73450494,0.47663864,0.035187025,0.601792,0.5207927,0.39151773,0.45529264,0.5059421,0.35554603
0.2802003,0.37140393,0.8415065,0.23924063,0.5480608,0.9867077,0.8155136,0.897459,0.9794966,0.18602653,-0.024631621
0.34166187,0.4918193,0.78800035,0.532421,0.25076655,0.9994577,0.17349973,0.6764623,0.9708294,0.60038733,0.10005456
0.49011493,0.4949092,0.78898704,0.9075593,0.5313113,0.4971839,0.9943271,0.6478609,0.55566007,0.30439234,0.87006044
0.106597915,0.3790073,0.66881084,0.21934055,0.2722092,0.79088306,0.90584725,0.49794403,0.6731341,0.7330432,0.18112603
0.4454439,0.4305539,0.7101144,0.6821879,0.6548308,0.40609118,0.42661262,0.57568526,0.8435912,0.33400434,0.21256855
0.6333498,0.44684318,0.7927236,0.8914137,0.9399933,0.5073095,0.4167391,0.88816077,0.9882523,0.3099752,0.09317972
0.6506586,0.49490136,0.80608815,0.69030374,0.37487867,0.9966552,0.69844174,0.49181196,0.9995426,0.3037576,0.09287618
0.40944514,0.4187836,0.73969746,0.70116276,0.36116135,0.4740062,0.9970382,0.62971914,0.40400708,0.37885925,0.5481976
0.18703099,0.33112258,0.77046955,0.44004864,0.1262535,0.81068355,0.9915499,0.519894,0.43864948,0.51219463,0.18056287
0.4762401,0.48012593,0.7569614,0.74038374,0.4453977,0.55902153,0.3826357,0.49302754,0.7582172,0.39631835,0.22862928
0.44936636,0.4676155,0.6172056,0.57442826,0.6681055,0.35921812,0.42559832,0.76670146,0.89018875,0.15319076,0.05535279
0.5071717,0.60757554,0.7757794,0.6127806,0.34518299,0.66867864,0.4551916,0.75867426,0.84393215,0.09840255,-0.023909027
0.2435654,0.4087382,0.65269816,0.34687254,0.18556501,0.83139974,0.97686726,0.5340253,0.3998089,0.6158645,0.39932266
0.30003804,0.3111216,0.7236563,0.4985232,0.30977383,0.9964114,0.48296645,0.5405216,0.9873939,0.89635456,0.07351831
0.17334227,0.41096845,0.6852455,0.3763494,0.17891917,0.9923011,0.22332643,0.57432353,0.82681715,0.6799699,0.1852266
0.5001408,0.7517118,0.9429017,0.4972342,0.60944265,0.9988292,0.92138374,0.9093431,0.9992746,0.025212957,0.42948198
0.17378294,0.34170654,0.68111545,0.24552637,0.19240962,0.5365467,0.27392936,0.45094907,0.63154364,0.5161357,0.14867632
0.25888696,0.36385372,0.6634166,0.37066206,0.34842992,0.6762612,0.9938012,0.5121269,0.46666378,0.5548978,0.2511494
0.1313453,0.3421961,0.7361994,0.29326499,0.2504537,0.77183867,0.8782341,0.4473958,0.6035174,0.5346503,0.1922307
0.39684886,0.4288635,0.70674443,0.791941,0.52851987,0.4815298,0.98276937,0.58695173,0.5193996,0.44003546,0.77715665
0.390672,0.5973927,0.7778679,0.40347576,0.27531955,0.72527456,0.43302393,0.8424828,0.6910315,0.033426903,-0.03799091
0.49619463,0.47662073,0.7349284,0.72180367,0.46909788,0.54400766,0.3155631,0.55772734,0.7971941,0.4025594,0.141693
0.24790135,0.45910645,0.76406777,0.43923232,0.2306416,0.9987007,0.30453306,0.6867926,0.9547685,0.3624255,0.0936137
0.19890574,0.24926096,0.85329723,0.45151672,0.15763697,0.88814604,0.94362473,0.62597907,0.5046642,0.27541384,0.12490852
0.3567777,0.21219742,0.81306,0.7442088,0.10779807,0.94998103,0.27966633,0.5713418,0.8810494,0.71229917,0.68708146
0.27097613,0.35225147,0.6783425,0.43983513,0.10077175,0.9757013,0.31721538,0.50057536,0.8828947,0.74982315,0.30104133
0.1369903,0.5447897,0.6962997,0.0768987,0.20958422,0.9804223,0.98187095,0.5416734,0.5003366,0.6671151,0.16568415
0.59131503,0.5091436,0.72171676,0.7338321,0.6850851,0.45076653,0.4793785,0.6749594,0.9244871,0.2735424,0.014566353
0.31698164,0.30222908,0.6548343,0.59530205,0.3575092,0.5050031,0.983908,0.5017903,0.48497796,0.5051613,0.3904266
0.3255461,0.34734455,0.6998821,0.45587897,0.36001092,0.4896655,0.28195882,0.5517676,0.82367945,0.42506635,0.016214313
0.3559213,0.3626441,0.76371217,0.8165768,0.51563513,0.5512503,0.9689236,0.5992826,0.43563846,0.4443624,0.8129231
0.56499755,0.50797236,0.7415881,0.6465514,0.5575222,0.49814916,0.4293144,0.7461377,0.9230854,0.15647961,-0.01633586
0.23056778,0.45808223,0.6727747,0.5559311,0.34713286,0.38641855,0.88303393,0.4332097,0.68846476,0.580762,0.47162956
0.56216145,0.7097898,0.90633273,0.9772225,0.39276528,0.97535765,0.24557169,0.6622694,0.9984031,0.7755103,0.9807529
0.20902584,0.39005885,0.63370186,0.4671948,0.48626384,0.42661706,0.4886597,0.461495,0.5252756,0.56331146,0.58667475
0.11814131,0.34250283,0.6496659,0.11003641,0.2396349,0.93248284,0.9737717,0.5547112,0.49457446,0.73496217,0.14152461
0.26252115,0.35823312,0.7068608,0.5335462,0.3175446,0.561432,0.9782731,0.51315975,0.5600345,0.5582398,0.32279596
0.44030142,0.42920652,0.73347807,0.9341673,0.6729717,0.4693394,0.9005498,0.5471766,0.59507895,0.48022243,0.8904895
0.31446263,0.3275193,0.7397276,0.6240071,0.12140622,0.66603625,0.9899083,0.49117365,0.40530345,0.44681886,0.395364
0.41804332,0.49372834,0.7394692,0.5143683,0.31844038,0.59205663,0.36787263,0.7142043,0.78701633,0.09994681,-0.020303998
0.26693362,0.45116806,0.72289586,0.7124721,0.19209452,0.52440834,0.97044003,0.47576296,0.4672113,0.46337926,0.5677444
0.24943134,0.34596902,0.78417575,0.5697009,0.10637659,0.77031374,0.99308646,0.4997242,0.4425937,0.5083489,0.28430536
0.81074446,0.37487093,0.95173734,0.9256245,0.38433295,0.99966776,0.49908128,0.30719292,0.9999033,0.73568165,-0.011446311
0.31083497,0.41279313,0.7164227,0.66991776,0.27093327,0.5455189,0.98103297,0.49816358,0.3992021,0.4527147,0.6146251
0.23534665,0.33600733,0.70016366,0.40121406,0.2781345,0.70471597,0.9919806,0.528402,0.48178902,0.5491042,0.1941618
0.25546384,0.53702974,0.57696044,0.35519868,0.49733728,0.70870554,0.7088889,0.84707236,0.98616165,0.19580673,0.21031705
0.2884602,0.4643589,0.73499656,0.5008298,0.055387758,0.6618142,0.20003143,0.44794488,0.35591906,0.3256675,0.3305565
0.23001744,0.44016373,0.8638238,0.19563857,0.40886635,0.9676283,0.63799334,0.90913296,0.83173513,0.023852212,0.0027589356
0.15819772,0.420114,0.60006464,0.2180836,0.24743946,0.85967875,0.9930333,0.44361526,0.40486884,0.71321446,0.08879989
0.22371805,0.36073756,0.74483967,0.338399,0.37337467,0.98661923,0.6713807,0.5248433,0.9594602,0.9237939,-0.011547894
0.43686783,0.40067402,0.7755062,0.9222361,0.7466005,0.44896308,0.9569966,0.65324974,0.51429415,0.55980706,0.90744597
0.22487593,0.4024621,0.6721756,0.46980822,0.45986354,0.4551111,0.31017175,0.5241777,0.6985085,0.40670443,0.3060836
0.12275268,0.34936762,0.62202775,0.1685939,0.2814678,0.80059344,0.974272,0.46729097,0.51379365,0.58894753,0.14398463
0.15606132,0.36410964,0.6557437,0.2823155,0.20828396,0.7641806,0.9878208,0.47262728,0.46339294,0.5932354,0.14934242
0.12618509,0.29750302,0.71024716,0.10281417,0.3430009,0.95953935,0.47088522,0.74635875,0.8513655,0.16452974,0.007928094
0.5214177,0.5517636,0.76405185,0.74710584,0.41601032,0.5953693,0.2776465,0.5395244,0.73848045,0.384794,0.14691675
0.43555716,0.5267137,0.70460707,0.864027,0.5448085,0.3954197,0.5493648,0.39931923,0.7220247,0.45261723,0.6333536
0.18301399,0.4088071,0.6765303,0.27509513,0.3903878,0.7726439,0.47748464,0.61277807,0.89212483,0.5963903,0.13612798
0.061087284,0.3718297,0.6544881,0.12582809,0.25281626,0.880408,0.8924295,0.49310735,0.6464787,0.69410276,0.12759745
0.11277114,0.30789956,0.693699,0.18201558,0.27639863,0.783454,0.87757766,0.53293556,0.5844595,0.72983944,0.22872964
0.15851091,0.4091296,0.7012275,0.37106425,0.14285448,0.5560743,0.6042327,0.42717755,0.5916606,0.49074602,0.28570893
0.6173426,0.4233084,0.902119,0.8222677,0.3699,0.99982846,0.3218378,0.44696504,0.99808854,0.786695,0.11909153
0.3150249,0.46631005,0.70643085,0.7617084,0.35730878,0.4765198,0.9555132,0.5110407,0.57845056,0.5147386,0.63849187
0.17361793,0.50118536,0.68010515,0.2223457,0.20984809,0.9469892,0.99089295,0.5059215,0.48389113,0.75306207,0.20147976
0.20862812,0.30204043,0.7430904,0.4357084,0.15659651,0.7721067,0.9827556,0.5227567,0.42510632,0.48384732,0.23753728
0.24354702,0.44203818,0.70470375,0.605188,0.3076382,0.4862503,0.95952266,0.4600718,0.6129407,0.57776296,0.39715594
0.373866,0.36685166,0.7329581,0.67729235,0.20536706,0.5659035,0.9935593,0.5022894,0.44078436,0.42309257,0.46437413
0.40174425,0.413761,0.71166825,0.75600284,0.45288587,0.50034064,0.99100906,0.6092373,0.5400547,0.4487965,0.6770694
0.43301386,0.46321034,0.72800756,0.57860976,0.41260684,0.5274366,0.44019228,0.62629676,0.84486324,0.20289333,0.04518071
0.3150801,0.77388215,0.98920727,0.8288431,0.8057021,0.9768281,0.66726196,0.97048056,0.99661666,0.7090752,0.99162656
0.35046148,0.33894393,0.77295935,0.666941,0.15144856,0.6858084,0.9899547,0.46414992,0.4373314,0.43585604,0.469565
0.25830775,0.30625924,0.687945,0.48392314,0.29857713,0.60716033,0.98434544,0.51445454,0.5173805,0.5324162,0.2921767
0.10975137,0.3210222,0.6812848,0.2549103,0.19718134,0.76994246,0.9769859,0.55823183,0.5253455,0.5075302,0.12882406
0.100935996,0.56495976,0.63945323,0.075066105,0.2842536,0.9927593,0.6928794,0.42451805,0.7220322,0.88352895,0.069528654
0.5604632,0.48607585,0.7700284,0.731393,0.8466177,0.5376531,0.56664777,0.7983709,0.96293265,0.2556419,-0.08624677
0.5969416,0.5262883,0.73173505,0.7839352,0.63895404,0.4996674,0.48390624,0.661432,0.8993353,0.25325307,-0.029821618
0.16596347,0.35023165,0.6816608,0.30982465,0.2770577,0.7323575,0.9857861,0.52178186,0.48060235,0.59009796,0.16084218
0.50052726,0.44395766,0.86344934,0.6419532,0.33836815,0.9927019,0.61525285,0.7647871,0.99665457,0.34718618,-0.065318234
0.38567728,0.41677687,0.6878958,0.7777225,0.7043899,0.3880347,0.3640951,0.5177883,0.7981218,0.45916912,0.53862107
0.19112673,0.32348293,0.7695937,0.4479381,0.12960938,0.77594745,0.97113866,0.53058195,0.45443976,0.42501083,0.23344952
